relationship_element_id,type,start_node_element_id,end_node_element_id,properties_json
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6955816221543498361,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1027,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""PHRN: SURE is supported by the Population Health Research Network.\nAIHW: AIHW data is accessed via SURE.\nCancer Institute NSW: Cancer Institute NSW data is accessed via SURE.\nDepartment of Health and Aged Care: Australian Government National Collaborative Research Infrastructure Strategy (NCRIS) is an initiative of the Australian Government.\nNSW Health: NSW Government supports SURE."", ""segment"": ""AIHW: AIHW data is accessed via SURE""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6942305422661386879,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1027,4:699adb08-f1e5-4be8-b17b-792b62a6747d:639,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""PHRN: SURE is supported by the Population Health Research Network.\nAIHW: AIHW data is accessed via SURE.\nCancer Institute NSW: Cancer Institute NSW data is accessed via SURE.\nDepartment of Health and Aged Care: Australian Government National Collaborative Research Infrastructure Strategy (NCRIS) is an initiative of the Australian Government.\nNSW Health: NSW Government supports SURE."", ""segment"": ""PHRN: SURE is supported by the Population Health Research Network""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6922039224338219656,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1027,4:699adb08-f1e5-4be8-b17b-792b62a6747d:648,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""PHRN: SURE is supported by the Population Health Research Network.\nAIHW: AIHW data is accessed via SURE.\nCancer Institute NSW: Cancer Institute NSW data is accessed via SURE.\nDepartment of Health and Aged Care: Australian Government National Collaborative Research Infrastructure Strategy (NCRIS) is an initiative of the Australian Government.\nNSW Health: NSW Government supports SURE."", ""segment"": ""Cancer Institute NSW: Cancer Institute NSW data is accessed via SURE""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6924291024151904905,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1027,4:699adb08-f1e5-4be8-b17b-792b62a6747d:649,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""PHRN: SURE is supported by the Population Health Research Network.\nAIHW: AIHW data is accessed via SURE.\nCancer Institute NSW: Cancer Institute NSW data is accessed via SURE.\nDepartment of Health and Aged Care: Australian Government National Collaborative Research Infrastructure Strategy (NCRIS) is an initiative of the Australian Government.\nNSW Health: NSW Government supports SURE."", ""segment"": ""NSW Health: NSW Government supports SURE""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1155179901490299509,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:629,4:699adb08-f1e5-4be8-b17b-792b62a6747d:631,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""AIHW: Collaboration on data standards and national health data initiatives, as mentioned in the ACSQHC Data Plan 2024-2027.\nDepartment of Health and Aged Care: Works in partnership on the National Clinical Quality Registry Program and other health initiatives.\nNHMRC/HRECs: Engages with Human Research Ethics Committees for ethical oversight of data use in clinical quality registries."", ""segment"": ""Department of Health and Aged Care: Works in partnership on the National Clinical Quality Registry Program and other health initiatives""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614261,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:629,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""AIHW: Collaboration on data standards and national health data initiatives, as mentioned in the ACSQHC Data Plan 2024-2027.\nDepartment of Health and Aged Care: Works in partnership on the National Clinical Quality Registry Program and other health initiatives.\nNHMRC/HRECs: Engages with Human Research Ethics Committees for ethical oversight of data use in clinical quality registries."", ""segment"": ""AIHW: Collaboration on data standards and national health data initiatives, as mentioned in the ACSQHC Data Plan 2024-2027""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1157431701303984757,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:629,4:699adb08-f1e5-4be8-b17b-792b62a6747d:641,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""AIHW: Collaboration on data standards and national health data initiatives, as mentioned in the ACSQHC Data Plan 2024-2027.\nDepartment of Health and Aged Care: Works in partnership on the National Clinical Quality Registry Program and other health initiatives.\nNHMRC/HRECs: Engages with Human Research Ethics Committees for ethical oversight of data use in clinical quality registries."", ""segment"": ""NHMRC/HRECs: Engages with Human Research Ethics Committees for ethical oversight of data use in clinical quality registries""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1155179901490299510,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:630,4:699adb08-f1e5-4be8-b17b-792b62a6747d:631,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW): AIHW has been appointed as the Data Custodian to manage the use of My Health Record system data for research or public health purposes. [3]\nDepartment of Health and Aged Care: The Department of Health and Aged Care is leading the implementation of the framework for secondary use of My Health Record data in partnership with ADHA and AIHW. [3]\nServices Australia: ADHA collaborates with Services Australia for Healthcare Identifiers (HPI-Is, HPI-Os, IHIs) and eBusiness Service Centre support. [4]"", ""segment"": ""Department of Health and Aged Care: The Department of Health and Aged Care is leading the implementation of the framework for secondary use of My Health Record data in partnership with ADHA and AIHW. [3]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614262,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:630,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW): AIHW has been appointed as the Data Custodian to manage the use of My Health Record system data for research or public health purposes. [3]\nDepartment of Health and Aged Care: The Department of Health and Aged Care is leading the implementation of the framework for secondary use of My Health Record data in partnership with ADHA and AIHW. [3]\nServices Australia: ADHA collaborates with Services Australia for Healthcare Identifiers (HPI-Is, HPI-Os, IHIs) and eBusiness Service Centre support. [4]"", ""segment"": ""Australian Institute of Health and Welfare (AIHW): AIHW has been appointed as the Data Custodian to manage the use of My Health Record system data for research or public health purposes. [3]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1157431701303984758,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:630,4:699adb08-f1e5-4be8-b17b-792b62a6747d:636,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW): AIHW has been appointed as the Data Custodian to manage the use of My Health Record system data for research or public health purposes. [3]\nDepartment of Health and Aged Care: The Department of Health and Aged Care is leading the implementation of the framework for secondary use of My Health Record data in partnership with ADHA and AIHW. [3]\nServices Australia: ADHA collaborates with Services Australia for Healthcare Identifiers (HPI-Is, HPI-Os, IHIs) and eBusiness Service Centre support. [4]"", ""segment"": ""Services Australia: ADHA collaborates with Services Australia for Healthcare Identifiers (HPI-Is, HPI-Os, IHIs) and eBusiness Service Centre support. [4]""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614263,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:631,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW): Collaboration on National Integrated Health Services Information (NIHSI) and data linkage requests.\nServices Australia: Holds Medicare statistics that can be helpful for health professionals, researchers, journalists and the general public.\nState and Territory Health Authorities: Collaboration on National Integrated Health Services Information (NIHSI)."", ""segment"": ""Australian Institute of Health and Welfare (AIHW): Collaboration on National Integrated Health Services Information (NIHSI) and data linkage requests""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1155179901490299511,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:631,4:699adb08-f1e5-4be8-b17b-792b62a6747d:636,"{""matchScore"": 1.0, ""matchType"": ""override_force_accept"", ""rawText"": ""Australian Institute of Health and Welfare (AIHW): Collaboration on National Integrated Health Services Information (NIHSI) and data linkage requests.\nServices Australia: Holds Medicare statistics that can be helpful for health professionals, researchers, journalists and the general public.\nState and Territory Health Authorities: Collaboration on National Integrated Health Services Information (NIHSI)."", ""segment"": ""Services Australia: Holds Medicare statistics that can be helpful for health professionals, researchers, journalists and the general public""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1155179901490299512,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:632,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Australian Bureau of Statistics (ABS): Collaboration on the National Aboriginal and Torres Strait Islander Health Survey.\nAustralian Institute of Health and Welfare (AIHW): Collaboration on the Aboriginal and Torres Strait Islander Health Performance Framework reports.\nNational Health and Medical Research Council (NHMRC)/Human Research Ethics Committees (HRECs): AIATSIS works with the NHMRC and HRECs to ensure ethical research practices in Indigenous health research."", ""segment"": ""Australian Institute of Health and Welfare (AIHW): Collaboration on the Aboriginal and Torres Strait Islander Health Performance Framework reports""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1157431701303984760,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:632,4:699adb08-f1e5-4be8-b17b-792b62a6747d:641,"{""matchScore"": 1.0, ""matchType"": ""name_exact"", ""rawText"": ""Australian Bureau of Statistics (ABS): Collaboration on the National Aboriginal and Torres Strait Islander Health Survey.\nAustralian Institute of Health and Welfare (AIHW): Collaboration on the Aboriginal and Torres Strait Islander Health Performance Framework reports.\nNational Health and Medical Research Council (NHMRC)/Human Research Ethics Committees (HRECs): AIATSIS works with the NHMRC and HRECs to ensure ethical research practices in Indigenous health research."", ""segment"": ""National Health and Medical Research Council (NHMRC)/Human Research Ethics Committees (HRECs): AIATSIS works with the NHMRC and HRECs to ensure ethical research practices in Indigenous health research""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614264,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:632,4:699adb08-f1e5-4be8-b17b-792b62a6747d:644,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Australian Bureau of Statistics (ABS): Collaboration on the National Aboriginal and Torres Strait Islander Health Survey.\nAustralian Institute of Health and Welfare (AIHW): Collaboration on the Aboriginal and Torres Strait Islander Health Performance Framework reports.\nNational Health and Medical Research Council (NHMRC)/Human Research Ethics Committees (HRECs): AIATSIS works with the NHMRC and HRECs to ensure ethical research practices in Indigenous health research."", ""segment"": ""Australian Bureau of Statistics (ABS): Collaboration on the National Aboriginal and Torres Strait Islander Health Survey""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1157431701303984761,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,4:699adb08-f1e5-4be8-b17b-792b62a6747d:1027,"{""matchScore"": 1.0, ""matchType"": ""name_exact"", ""rawText"": ""ABS: Collaboration on data integration and comparison of health expenditure.\nDepartment of Social Services (DSS): Makes Data Over Multiple Individual Occurrences (DOMINO) accessible through the AIHW.\nSax Institute (SURE): Provides the Secure Unified Research Environment for AIHW data access."", ""segment"": ""Sax Institute (SURE): Provides the Secure Unified Research Environment for AIHW data access""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1155179901490299513,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,4:699adb08-f1e5-4be8-b17b-792b62a6747d:634,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""ABS: Collaboration on data integration and comparison of health expenditure.\nDepartment of Social Services (DSS): Makes Data Over Multiple Individual Occurrences (DOMINO) accessible through the AIHW.\nSax Institute (SURE): Provides the Secure Unified Research Environment for AIHW data access."", ""segment"": ""Department of Social Services (DSS): Makes Data Over Multiple Individual Occurrences (DOMINO) accessible through the AIHW""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614265,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,4:699adb08-f1e5-4be8-b17b-792b62a6747d:644,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""ABS: Collaboration on data integration and comparison of health expenditure.\nDepartment of Social Services (DSS): Makes Data Over Multiple Individual Occurrences (DOMINO) accessible through the AIHW.\nSax Institute (SURE): Provides the Secure Unified Research Environment for AIHW data access."", ""segment"": ""ABS: Collaboration on data integration and comparison of health expenditure""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1155179901490299514,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:634,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""Services Australia: DSS administrative analytical datasets for DOMINO are sourced from the Services Australia Enterprise Data Warehouse, and personal information is stored on Services Australia's cloud storage;AIHW: DSS makes DOMINO accessible through the AIHW, and AIHW is listed as a contact point for data access;ABS: ABS is listed as a contact point for data integration, and NDIS data has been linked to the Multi-Agency Data Integration Project (MADIP) by ABS."", ""segment"": ""AIHW: DSS makes DOMINO accessible through the AIHW, and AIHW is listed as a contact point for data access""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614266,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:634,4:699adb08-f1e5-4be8-b17b-792b62a6747d:636,"{""matchScore"": 1.02, ""matchType"": ""name_leading"", ""rawText"": ""Services Australia: DSS administrative analytical datasets for DOMINO are sourced from the Services Australia Enterprise Data Warehouse, and personal information is stored on Services Australia's cloud storage;AIHW: DSS makes DOMINO accessible through the AIHW, and AIHW is listed as a contact point for data access;ABS: ABS is listed as a contact point for data integration, and NDIS data has been linked to the Multi-Agency Data Integration Project (MADIP) by ABS."", ""segment"": ""Services Australia: DSS administrative analytical datasets for DOMINO are sourced from the Services Australia Enterprise Data Warehouse, and personal information is stored on Services Australia's cloud storage""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1157431701303984762,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:634,4:699adb08-f1e5-4be8-b17b-792b62a6747d:644,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""Services Australia: DSS administrative analytical datasets for DOMINO are sourced from the Services Australia Enterprise Data Warehouse, and personal information is stored on Services Australia's cloud storage;AIHW: DSS makes DOMINO accessible through the AIHW, and AIHW is listed as a contact point for data access;ABS: ABS is listed as a contact point for data integration, and NDIS data has been linked to the Multi-Agency Data Integration Project (MADIP) by ABS."", ""segment"": ""ABS: ABS is listed as a contact point for data integration, and NDIS data has been linked to the Multi-Agency Data Integration Project (MADIP) by ABS""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6922039224338219639,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:635,4:699adb08-f1e5-4be8-b17b-792b62a6747d:631,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""AIHW: The AIHW receives de-identified PHDB data from the Department of Health and makes it available for research and reporting.\nDepartment of Health and Aged Care: The Department of Health collects PHDB data directly from private hospitals and supplies de-identified data to the AIHW.\nABS: The AIHW partners with the ABS for secure data access environments like SEAM, which may be used for linked PHDB data.\nPHRN: The Population Health Research Network (PHRN) supports researcher requests to access linked data, which could include PHDB data."", ""segment"": ""Department of Health and Aged Care: The Department of Health collects PHDB data directly from private hospitals and supplies de-identified data to the AIHW""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:6924291024151904889,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:635,4:699adb08-f1e5-4be8-b17b-792b62a6747d:633,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""AIHW: The AIHW receives de-identified PHDB data from the Department of Health and makes it available for research and reporting.\nDepartment of Health and Aged Care: The Department of Health collects PHDB data directly from private hospitals and supplies de-identified data to the AIHW.\nABS: The AIHW partners with the ABS for secure data access environments like SEAM, which may be used for linked PHDB data.\nPHRN: The Population Health Research Network (PHRN) supports researcher requests to access linked data, which could include PHDB data."", ""segment"": ""AIHW: The AIHW receives de-identified PHDB data from the Department of Health and makes it available for research and reporting""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1155179901490299515,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:635,4:699adb08-f1e5-4be8-b17b-792b62a6747d:639,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""AIHW: The AIHW receives de-identified PHDB data from the Department of Health and makes it available for research and reporting.\nDepartment of Health and Aged Care: The Department of Health collects PHDB data directly from private hospitals and supplies de-identified data to the AIHW.\nABS: The AIHW partners with the ABS for secure data access environments like SEAM, which may be used for linked PHDB data.\nPHRN: The Population Health Research Network (PHRN) supports researcher requests to access linked data, which could include PHDB data."", ""segment"": ""PHRN: The Population Health Research Network (PHRN) supports researcher requests to access linked data, which could include PHDB data""}"
5:699adb08-f1e5-4be8-b17b-792b62a6747d:1152928101676614267,CONNECTED_TO,4:699adb08-f1e5-4be8-b17b-792b62a6747d:635,4:699adb08-f1e5-4be8-b17b-792b62a6747d:644,"{""matchScore"": 1.01, ""matchType"": ""alias_leading"", ""rawText"": ""AIHW: The AIHW receives de-identified PHDB data from the Department of Health and makes it available for research and reporting.\nDepartment of Health and Aged Care: The Department of Health collects PHDB data directly from private hospitals and supplies de-identified data to the AIHW.\nABS: The AIHW partners with the ABS for secure data access environments like SEAM, which may be used for linked PHDB data.\nPHRN: The Population Health Research Network (PHRN) supports researcher requests to access linked data, which could include PHDB data."", ""segment"": ""ABS: The AIHW partners with the ABS for secure data access environments like SEAM, which may be used for linked PHDB data""}"
