node_element_id,candidateCustodian,id,matchType,rawText,score,segment,status
ConnectionReview|review:custodian:nsw-health-ministry-of-health-nsw:1:centre-for-health-record-linkage-cherel-,CHeReL,review:custodian:nsw-health-ministry-of-health-nsw:1:centre-for-health-record-linkage-cherel-,name_exact,"Centre for Health Record Linkage (CHeReL) for data linkage projects within NSW, NSW Aboriginal Health and Medical Research Council (AH&MRC) Ethics Committee for Indigenous data requests",1.0,"Centre for Health Record Linkage (CHeReL) for data linkage projects within NSW, NSW Aboriginal Health and Medical Research Council (AH&MRC) Ethics Committee for Indigenous data requests",accepted
ConnectionReview|review:custodian:cherel:1:australian-bureau-of-statistics-abs-for-,Australian Bureau of Statistics,review:custodian:cherel:1:australian-bureau-of-statistics-abs-for-,name_exact,"Australian Bureau of Statistics (ABS) for cross-jurisdictional projects, Australian Early Development Census (AEDC) data custodians for linked AEDC data",1.0,"Australian Bureau of Statistics (ABS) for cross-jurisdictional projects, Australian Early Development Census (AEDC) data custodians for linked AEDC data",accepted
ConnectionReview|review:custodian:cancer-institute-nsw:1:not-explicitly-stated-but-potential-conn:override-reject,,review:custodian:cancer-institute-nsw:1:not-explicitly-stated-but-potential-conn:override-reject,override_force_reject,"Not explicitly stated, but potential connections with other NSW Health entities for linked data projects (verify with custodian)",0.0,"Not explicitly stated, but potential connections with other NSW Health entities for linked data projects (verify with custodian)",review_required
ConnectionReview|review:custodian:vahi:1:centre-for-victorian-data-linkage-cvdl-f,Centre for Victorian Data Linkage (CVDL),review:custodian:vahi:1:centre-for-victorian-data-linkage-cvdl-f,name_exact,Centre for Victorian Data Linkage (CVDL) for data linkage requests; Australian Institute of Health and Welfare (AIHW) and Independent Hospital and Aged Care Pricing Authority (IHACPA) for alternative data sources.,1.0,Centre for Victorian Data Linkage (CVDL) for data linkage requests,accepted
ConnectionReview|review:custodian:vahi:2:australian-institute-of-health-and-welfa,AIHW,review:custodian:vahi:2:australian-institute-of-health-and-welfa,name_exact,Centre for Victorian Data Linkage (CVDL) for data linkage requests; Australian Institute of Health and Welfare (AIHW) and Independent Hospital and Aged Care Pricing Authority (IHACPA) for alternative data sources.,1.0,Australian Institute of Health and Welfare (AIHW) and Independent Hospital and Aged Care Pricing Authority (IHACPA) for alternative data sources,accepted
ConnectionReview|review:custodian:victorian-cancer-registry:1:australian-institute-of-health-and-welfa,AIHW,review:custodian:victorian-cancer-registry:1:australian-institute-of-health-and-welfa,name_exact,Australian Institute of Health and Welfare (AIHW) — for compiling national cancer figures; Family Cancer Centres — to assess cancer risk; Department of Health and Human Services (Victoria) — (reason to verify); Victorian Comprehensive Cancer Centre (VCCC) Data Connect — for linked health data access,1.0,Australian Institute of Health and Welfare (AIHW) — for compiling national cancer figures,accepted
ConnectionReview|review:custodian:victorian-cancer-registry:2:family-cancer-centres-to-assess-cancer-r,Cancer Institute NSW,review:custodian:victorian-cancer-registry:2:family-cancer-centres-to-assess-cancer-r,fuzzy,Australian Institute of Health and Welfare (AIHW) — for compiling national cancer figures; Family Cancer Centres — to assess cancer risk; Department of Health and Human Services (Victoria) — (reason to verify); Victorian Comprehensive Cancer Centre (VCCC) Data Connect — for linked health data access,0.48,Family Cancer Centres — to assess cancer risk,review_required
ConnectionReview|review:custodian:victorian-cancer-registry:3:department-of-health-and-human-services-,Department of Health and Aged Care,review:custodian:victorian-cancer-registry:3:department-of-health-and-human-services-,fuzzy,Australian Institute of Health and Welfare (AIHW) — for compiling national cancer figures; Family Cancer Centres — to assess cancer risk; Department of Health and Human Services (Victoria) — (reason to verify); Victorian Comprehensive Cancer Centre (VCCC) Data Connect — for linked health data access,0.6263,Department of Health and Human Services (Victoria) — (reason to verify),review_required
ConnectionReview|review:custodian:victorian-cancer-registry:4:victorian-comprehensive-cancer-centre-vc,NACCHO / Aboriginal Community Controlled Health Organisations (ACCHOs),review:custodian:victorian-cancer-registry:4:victorian-comprehensive-cancer-centre-vc,fuzzy,Australian Institute of Health and Welfare (AIHW) — for compiling national cancer figures; Family Cancer Centres — to assess cancer risk; Department of Health and Human Services (Victoria) — (reason to verify); Victorian Comprehensive Cancer Centre (VCCC) Data Connect — for linked health data access,0.4768,Victorian Comprehensive Cancer Centre (VCCC) Data Connect — for linked health data access,review_required
ConnectionReview|review:custodian:centre-for-victorian-data-linkage-cvdl:1:1:population-health-research-net:override,PHRN,review:custodian:centre-for-victorian-data-linkage-cvdl:1:1:population-health-research-net:override,override_force_accept,"Population Health Research Network (PHRN) (part of the national data linkage network), other Victorian Government departments (data providers), Australian Bureau of Statistics (ABS) (for mapping and concordance tables)",1.0,"Population Health Research Network (PHRN) (part of the national data linkage network), other Victorian Government departments (data providers), Australian Bureau of Statistics (ABS) (for mapping and concordance tables)",accepted
ConnectionReview|review:custodian:centre-for-victorian-data-linkage-cvdl:1:2:population-health-research-net:override,Australian Bureau of Statistics,review:custodian:centre-for-victorian-data-linkage-cvdl:1:2:population-health-research-net:override,override_force_accept,"Population Health Research Network (PHRN) (part of the national data linkage network), other Victorian Government departments (data providers), Australian Bureau of Statistics (ABS) (for mapping and concordance tables)",1.0,"Population Health Research Network (PHRN) (part of the national data linkage network), other Victorian Government departments (data providers), Australian Bureau of Statistics (ABS) (for mapping and concordance tables)",accepted
ConnectionReview|review:custodian:queensland-health:1:statistical-analysis-and-linkage-unit-da,SA Health / SA NT DataLink,review:custodian:queensland-health:1:statistical-analysis-and-linkage-unit-da,fuzzy,"Statistical Analysis and Linkage Unit (Data Linkage Queensland, DLQ) for data linkage services, other custodians for cross-jurisdictional projects (verify with custodian)",0.5127,"Statistical Analysis and Linkage Unit (Data Linkage Queensland, DLQ) for data linkage services, other custodians for cross-jurisdictional projects (verify with custodian)",review_required
ConnectionReview|review:custodian:qcif:1:australian-access-federation-aaf-for-res:override-reject,,review:custodian:qcif:1:australian-access-federation-aaf-for-res:override-reject,override_force_reject,Australian Access Federation (AAF) — for researcher authentication; Australian state and federal data custodians — for sensitive data provision,0.0,Australian Access Federation (AAF) — for researcher authentication,review_required
ConnectionReview|review:custodian:qcif:2:australian-state-and-federal-data-custod:override-reject,,review:custodian:qcif:2:australian-state-and-federal-data-custod:override-reject,override_force_reject,Australian Access Federation (AAF) — for researcher authentication; Australian state and federal data custodians — for sensitive data provision,0.0,Australian state and federal data custodians — for sensitive data provision,review_required
ConnectionReview|review:custodian:wa-health-data-linkage-services-wa:1:department-of-transport-main-roads-wa-in,Tasmanian Department of Health / Tasmanian Data Linkage Unit (TDLU),review:custodian:wa-health-data-linkage-services-wa:1:department-of-transport-main-roads-wa-in,fuzzy,"Department of Transport, Main Roads WA, Insurance Commission of WA (for data linkage); Other state and territory data linkage units, Australian Institute of Health and Welfare (AIHW) through the Population Health Research Network (PHRN) (for cross-jurisdictional research)",0.4748,"Department of Transport, Main Roads WA, Insurance Commission of WA (for data linkage)",review_required
ConnectionReview|review:custodian:wa-health-data-linkage-services-wa:2:1:other-state-and-territory-data:override,AIHW,review:custodian:wa-health-data-linkage-services-wa:2:1:other-state-and-territory-data:override,override_force_accept,"Department of Transport, Main Roads WA, Insurance Commission of WA (for data linkage); Other state and territory data linkage units, Australian Institute of Health and Welfare (AIHW) through the Population Health Research Network (PHRN) (for cross-jurisdictional research)",1.0,"Other state and territory data linkage units, Australian Institute of Health and Welfare (AIHW) through the Population Health Research Network (PHRN) (for cross-jurisdictional research)",accepted
ConnectionReview|review:custodian:wa-health-data-linkage-services-wa:2:2:other-state-and-territory-data:override,PHRN,review:custodian:wa-health-data-linkage-services-wa:2:2:other-state-and-territory-data:override,override_force_accept,"Department of Transport, Main Roads WA, Insurance Commission of WA (for data linkage); Other state and territory data linkage units, Australian Institute of Health and Welfare (AIHW) through the Population Health Research Network (PHRN) (for cross-jurisdictional research)",1.0,"Other state and territory data linkage units, Australian Institute of Health and Welfare (AIHW) through the Population Health Research Network (PHRN) (for cross-jurisdictional research)",accepted
ConnectionReview|review:custodian:sa-health-sa-nt-datalink:1:australian-government-data-custodians-fo,Services Australia,review:custodian:sa-health-sa-nt-datalink:1:australian-government-data-custodians-fo,alias_short,"Australian Government data custodians (for MBS, PBS, Centrelink, Aged Care, NDIS data), Aboriginal Health Council of South Australia (for projects requiring waiver of consent).",0.86,"Australian Government data custodians (for MBS, PBS, Centrelink, Aged Care, NDIS data), Aboriginal Health Council of South Australia (for projects requiring waiver of consent)",review_required
ConnectionReview|review:custodian:tasmanian-department-of-health-tasmanian-data-linkage-unit-tdlu:1:data-custodians-for-each-dataset-involve,NHMRC / HRECs,review:custodian:tasmanian-department-of-health-tasmanian-data-linkage-unit-tdlu:1:data-custodians-for-each-dataset-involve,alias_exact,"Data Custodians (for each dataset involved), NHMRC registered Human Research Ethics Committees (HREC), Tasmanian Department of Health (DoH) Research Office (for DoH/Tasmanian Health Service datasets)",0.96,"Data Custodians (for each dataset involved), NHMRC registered Human Research Ethics Committees (HREC), Tasmanian Department of Health (DoH) Research Office (for DoH/Tasmanian Health Service datasets)",accepted
ConnectionReview|review:custodian:act-health:1:1:centre-for-health-record-linka:override,CHeReL,review:custodian:act-health:1:1:centre-for-health-record-linka:override,override_force_accept,"Centre for Health Record Linkage (CHeReL) for data linkage, particularly with NSW health data. (verify with custodian)",1.0,"Centre for Health Record Linkage (CHeReL) for data linkage, particularly with NSW health data. (verify with custodian)",accepted
ConnectionReview|review:custodian:nt-health-nt-health-research-governance-office:1:1:sa-nt-datalink-for-linked-data:override,SA Health / SA NT DataLink,review:custodian:nt-health-nt-health-research-governance-office:1:1:sa-nt-datalink-for-linked-data:override,override_force_accept,"SA NT DataLink (for linked data across South Australia and Northern Territory, including health, education, criminal justice, and other data sources)",1.0,"SA NT DataLink (for linked data across South Australia and Northern Territory, including health, education, criminal justice, and other data sources)",accepted
ConnectionReview|review:custodian:phrn:1:state-and-territory-data-linkage-units-d,AIHW,review:custodian:phrn:1:state-and-territory-data-linkage-units-d,name_exact,"State and Territory Data Linkage Units (DLUs), National Health Data Hub (NHDH@aihw.gov.au), AIHW (for NHDH)",1.0,"State and Territory Data Linkage Units (DLUs), National Health Data Hub (NHDH@aihw.gov.au), AIHW (for NHDH)",accepted
ConnectionReview|review:custodian:sure-secure-unified-research-environment:1:1:population-health-research-net:override,PHRN,review:custodian:sure-secure-unified-research-environment:1:1:population-health-research-net:override,override_force_accept,"Population Health Research Network (PHRN), Australian Government National Collaborative Research Infrastructure Strategy (NCRIS), NSW Government, AIHW (for DSS data), Cancer Institute NSW (for CanDLe data), 25 data custodians from all Australian states and territories",1.0,"Population Health Research Network (PHRN), Australian Government National Collaborative Research Infrastructure Strategy (NCRIS), NSW Government, AIHW (for DSS data), Cancer Institute NSW (for CanDLe data), 25 data custodians from all Australian states and territories",accepted
ConnectionReview|review:custodian:sure-secure-unified-research-environment:1:2:population-health-research-net:override,AIHW,review:custodian:sure-secure-unified-research-environment:1:2:population-health-research-net:override,override_force_accept,"Population Health Research Network (PHRN), Australian Government National Collaborative Research Infrastructure Strategy (NCRIS), NSW Government, AIHW (for DSS data), Cancer Institute NSW (for CanDLe data), 25 data custodians from all Australian states and territories",1.0,"Population Health Research Network (PHRN), Australian Government National Collaborative Research Infrastructure Strategy (NCRIS), NSW Government, AIHW (for DSS data), Cancer Institute NSW (for CanDLe data), 25 data custodians from all Australian states and territories",accepted
ConnectionReview|review:custodian:sure-secure-unified-research-environment:1:3:population-health-research-net:override,Cancer Institute NSW,review:custodian:sure-secure-unified-research-environment:1:3:population-health-research-net:override,override_force_accept,"Population Health Research Network (PHRN), Australian Government National Collaborative Research Infrastructure Strategy (NCRIS), NSW Government, AIHW (for DSS data), Cancer Institute NSW (for CanDLe data), 25 data custodians from all Australian states and territories",1.0,"Population Health Research Network (PHRN), Australian Government National Collaborative Research Infrastructure Strategy (NCRIS), NSW Government, AIHW (for DSS data), Cancer Institute NSW (for CanDLe data), 25 data custodians from all Australian states and territories",accepted
ConnectionReview|review:custodian:abs-datalab:1:other-data-custodians-for-integrated-dat:override-reject,,review:custodian:abs-datalab:1:other-data-custodians-for-integrated-dat:override-reject,override_force_reject,Other data custodians (for integrated datasets and project approvals),0.0,Other data custodians (for integrated datasets and project approvals),review_required
ConnectionReview|review:custodian:aihw-data-integration-services:1:services-australia-for-mbs-pbs-data-stat,Services Australia,review:custodian:aihw-data-integration-services:1:services-australia-for-mbs-pbs-data-stat,name_exact,"Services Australia (for MBS/PBS data), state and territory health departments, other Commonwealth agencies",1.0,"Services Australia (for MBS/PBS data), state and territory health departments, other Commonwealth agencies",accepted
ConnectionReview|review:custodian:adha:1:australian-institute-of-health-and-welfa,AIHW,review:custodian:adha:1:australian-institute-of-health-and-welfa,name_exact,"Australian Institute of Health and Welfare (AIHW) — appointed as Data Custodian for My Health Record system data for research or public health purposes; My Health Record Data Governance Board — includes representatives from AIHW, ADHA, Aboriginal and Torres Strait Islander Peoples’ Advisory Panel, and independent experts.",1.0,Australian Institute of Health and Welfare (AIHW) — appointed as Data Custodian for My Health Record system data for research or public health purposes,accepted
ConnectionReview|review:custodian:adha:2:my-health-record-data-governance-board-i,AIHW,review:custodian:adha:2:my-health-record-data-governance-board-i,name_exact,"Australian Institute of Health and Welfare (AIHW) — appointed as Data Custodian for My Health Record system data for research or public health purposes; My Health Record Data Governance Board — includes representatives from AIHW, ADHA, Aboriginal and Torres Strait Islander Peoples’ Advisory Panel, and independent experts.",1.0,"My Health Record Data Governance Board — includes representatives from AIHW, ADHA, Aboriginal and Torres Strait Islander Peoples’ Advisory Panel, and independent experts",accepted
ConnectionReview|review:custodian:phn-cooperative-primary-health-insights:1:individual-primary-health-networks-phns-,AIHW,review:custodian:phn-cooperative-primary-health-insights:1:individual-primary-health-networks-phns-,name_exact,"Individual Primary Health Networks (PHNs) (data collection), General Practices (data source), Software Vendors (data extraction tools), Australian Institute of Health and Welfare (AIHW) (governance framework reference), Department of Health (policy guidance)",1.0,"Individual Primary Health Networks (PHNs) (data collection), General Practices (data source), Software Vendors (data extraction tools), Australian Institute of Health and Welfare (AIHW) (governance framework reference), Department of Health (policy guidance)",accepted
ConnectionReview|review:custodian:medicineinsight-nps-medicinewise:1:not-explicitly-mentioned-in-the-reviewed:override-reject,,review:custodian:medicineinsight-nps-medicinewise:1:not-explicitly-mentioned-in-the-reviewed:override-reject,override_force_reject,Not explicitly mentioned in the reviewed sources. (Verify with custodian).,0.0,Not explicitly mentioned in the reviewed sources. (Verify with custodian),review_required
ConnectionReview|review:custodian:nhmrc-hrecs:1:1:data-custodians-e-g-aihw-state:override,AIHW,review:custodian:nhmrc-hrecs:1:1:data-custodians-e-g-aihw-state:override,override_force_accept,"Data custodians (e.g., AIHW, state health departments, Services Australia) — HREC approval is a prerequisite for accessing data from these custodians; Research institutions/universities — HRECs are often affiliated with these institutions; Funding bodies — May require HREC approval as a condition of funding",1.0,"Data custodians (e.g., AIHW, state health departments, Services Australia) — HREC approval is a prerequisite for accessing data from these custodians",accepted
ConnectionReview|review:custodian:nhmrc-hrecs:1:2:data-custodians-e-g-aihw-state:override,Services Australia,review:custodian:nhmrc-hrecs:1:2:data-custodians-e-g-aihw-state:override,override_force_accept,"Data custodians (e.g., AIHW, state health departments, Services Australia) — HREC approval is a prerequisite for accessing data from these custodians; Research institutions/universities — HRECs are often affiliated with these institutions; Funding bodies — May require HREC approval as a condition of funding",1.0,"Data custodians (e.g., AIHW, state health departments, Services Australia) — HREC approval is a prerequisite for accessing data from these custodians",accepted
ConnectionReview|review:custodian:nhmrc-hrecs:2:research-institutions-universities-hrecs,Cancer Institute NSW,review:custodian:nhmrc-hrecs:2:research-institutions-universities-hrecs,fuzzy,"Data custodians (e.g., AIHW, state health departments, Services Australia) — HREC approval is a prerequisite for accessing data from these custodians; Research institutions/universities — HRECs are often affiliated with these institutions; Funding bodies — May require HREC approval as a condition of funding",0.3662,Research institutions/universities — HRECs are often affiliated with these institutions,review_required
ConnectionReview|review:custodian:nhmrc-hrecs:3:funding-bodies-may-require-hrec-approval,NT Health / NT Health Research Governance Office,review:custodian:nhmrc-hrecs:3:funding-bodies-may-require-hrec-approval,fuzzy,"Data custodians (e.g., AIHW, state health departments, Services Australia) — HREC approval is a prerequisite for accessing data from these custodians; Research institutions/universities — HRECs are often affiliated with these institutions; Funding bodies — May require HREC approval as a condition of funding",0.3393,Funding bodies — May require HREC approval as a condition of funding,review_required
ConnectionReview|review:custodian:aiatsis:1:aihw-australian-institute-of-health-and-,AIHW,review:custodian:aiatsis:1:aihw-australian-institute-of-health-and-,name_exact,AIHW (Australian Institute of Health and Welfare) — for national health data linkage; ABS (Australian Bureau of Statistics) — for national statistical data linkage; Other Indigenous community organisations and research bodies — for collaborative research and data governance.,1.0,AIHW (Australian Institute of Health and Welfare) — for national health data linkage,accepted
ConnectionReview|review:custodian:aiatsis:2:abs-australian-bureau-of-statistics-for-,Australian Bureau of Statistics,review:custodian:aiatsis:2:abs-australian-bureau-of-statistics-for-,name_exact,AIHW (Australian Institute of Health and Welfare) — for national health data linkage; ABS (Australian Bureau of Statistics) — for national statistical data linkage; Other Indigenous community organisations and research bodies — for collaborative research and data governance.,1.0,ABS (Australian Bureau of Statistics) — for national statistical data linkage,accepted
ConnectionReview|review:custodian:aiatsis:3:other-indigenous-community-organisations,NHMRC / HRECs,review:custodian:aiatsis:3:other-indigenous-community-organisations,fuzzy,AIHW (Australian Institute of Health and Welfare) — for national health data linkage; ABS (Australian Bureau of Statistics) — for national statistical data linkage; Other Indigenous community organisations and research bodies — for collaborative research and data governance.,0.4516,Other Indigenous community organisations and research bodies — for collaborative research and data governance,review_required
ConnectionReview|review:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:1:state-and-territory-health-departments-f,Tasmanian Department of Health / Tasmanian Data Linkage Unit (TDLU),review:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:1:state-and-territory-health-departments-f,fuzzy,"State and Territory Health Departments (for linked data, policy alignment); Australian Institute of Health and Welfare (AIHW) (for national data linkage and reporting); Australian Bureau of Statistics (ABS) (for population data linkage); Indigenous-specific Human Research Ethics Committees (HRECs) (for ethical oversight); Other ACCHOs (for multi-site studies or aggregated data)",0.4806,"State and Territory Health Departments (for linked data, policy alignment)",review_required
ConnectionReview|review:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:2:australian-institute-of-health-and-welfa,AIHW,review:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:2:australian-institute-of-health-and-welfa,name_exact,"State and Territory Health Departments (for linked data, policy alignment); Australian Institute of Health and Welfare (AIHW) (for national data linkage and reporting); Australian Bureau of Statistics (ABS) (for population data linkage); Indigenous-specific Human Research Ethics Committees (HRECs) (for ethical oversight); Other ACCHOs (for multi-site studies or aggregated data)",1.0,Australian Institute of Health and Welfare (AIHW) (for national data linkage and reporting),accepted
ConnectionReview|review:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:3:australian-bureau-of-statistics-abs-for-,Australian Bureau of Statistics,review:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:3:australian-bureau-of-statistics-abs-for-,name_exact,"State and Territory Health Departments (for linked data, policy alignment); Australian Institute of Health and Welfare (AIHW) (for national data linkage and reporting); Australian Bureau of Statistics (ABS) (for population data linkage); Indigenous-specific Human Research Ethics Committees (HRECs) (for ethical oversight); Other ACCHOs (for multi-site studies or aggregated data)",1.0,Australian Bureau of Statistics (ABS) (for population data linkage),accepted
ConnectionReview|review:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:4:indigenous-specific-human-research-ethic,NHMRC / HRECs,review:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:4:indigenous-specific-human-research-ethic,alias_exact,"State and Territory Health Departments (for linked data, policy alignment); Australian Institute of Health and Welfare (AIHW) (for national data linkage and reporting); Australian Bureau of Statistics (ABS) (for population data linkage); Indigenous-specific Human Research Ethics Committees (HRECs) (for ethical oversight); Other ACCHOs (for multi-site studies or aggregated data)",0.96,Indigenous-specific Human Research Ethics Committees (HRECs) (for ethical oversight),accepted
ConnectionReview|review:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:5:other-acchos-for-multi-site-studies-or-a,CHeReL,review:custodian:naccho-aboriginal-community-controlled-health-organisations-acchos:5:other-acchos-for-multi-site-studies-or-a,fuzzy,"State and Territory Health Departments (for linked data, policy alignment); Australian Institute of Health and Welfare (AIHW) (for national data linkage and reporting); Australian Bureau of Statistics (ABS) (for population data linkage); Indigenous-specific Human Research Ethics Committees (HRECs) (for ethical oversight); Other ACCHOs (for multi-site studies or aggregated data)",0.4301,Other ACCHOs (for multi-site studies or aggregated data),review_required
ConnectionReview|review:custodian:acsqhc:1:1:aihw-for-broader-health-and-we:override,AIHW,review:custodian:acsqhc:1:1:aihw-for-broader-health-and-we:override,override_force_accept,"AIHW (for broader health and welfare data), State/Territory Health Departments (for jurisdictional health data), Services Australia (for MBS/PBS data if linked to patient outcomes)",1.0,"AIHW (for broader health and welfare data), State/Territory Health Departments (for jurisdictional health data), Services Australia (for MBS/PBS data if linked to patient outcomes)",accepted
ConnectionReview|review:custodian:acsqhc:1:2:aihw-for-broader-health-and-we:override,Services Australia,review:custodian:acsqhc:1:2:aihw-for-broader-health-and-we:override,override_force_accept,"AIHW (for broader health and welfare data), State/Territory Health Departments (for jurisdictional health data), Services Australia (for MBS/PBS data if linked to patient outcomes)",1.0,"AIHW (for broader health and welfare data), State/Territory Health Departments (for jurisdictional health data), Services Australia (for MBS/PBS data if linked to patient outcomes)",accepted
ConnectionReview|review:custodian:ardc:1:data-providers-universities-medical-rese,WA Health / Data Linkage Services WA,review:custodian:ardc:1:data-providers-universities-medical-rese,fuzzy,"Data providers (universities, medical research institutes, clinical trials networks, health services) via HeSANDA (Health Studies Australian National Data Asset program)",0.3968,"Data providers (universities, medical research institutes, clinical trials networks, health services) via HeSANDA (Health Studies Australian National Data Asset program)",review_required
ConnectionReview|review:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:1:department-of-social-services-dss-for-da,AIHW,review:custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health:1:department-of-social-services-dss-for-da,name_exact,"Department of Social Services (DSS) for Data Over Multiple Individual Occurrences (DOMINO) accessible through AIHW. Independent Health and Aged Care Pricing Authority (IHACPA) uses PHDB data for National Efficient Price (NEP) calculations. Potentially other Commonwealth or State health data custodians for linked data projects, as AIHW is a national data integration body.",1.0,"Department of Social Services (DSS) for Data Over Multiple Individual Occurrences (DOMINO) accessible through AIHW. Independent Health and Aged Care Pricing Authority (IHACPA) uses PHDB data for National Efficient Price (NEP) calculations. Potentially other Commonwealth or State health data custodians for linked data projects, as AIHW is a national data integration body",accepted
