relationship_element_id,type,start_node_element_id,end_node_element_id,properties_json
HAS_STEP|ProcessLine|line:custodian:australian-bureau-of-statistics|PathwayStep|step:custodian:australian-bureau-of-statistics:3,HAS_STEP,ProcessLine|line:custodian:australian-bureau-of-statistics,PathwayStep|step:custodian:australian-bureau-of-statistics:3,"{""lane"": ""Researcher"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:australian-bureau-of-statistics|PathwayStep|step:custodian:australian-bureau-of-statistics:4,HAS_STEP,ProcessLine|line:custodian:australian-bureau-of-statistics,PathwayStep|step:custodian:australian-bureau-of-statistics:4,"{""lane"": ""Custodian"", ""order"": 4}"
HAS_STEP|ProcessLine|line:custodian:australian-bureau-of-statistics|PathwayStep|step:custodian:australian-bureau-of-statistics:5,HAS_STEP,ProcessLine|line:custodian:australian-bureau-of-statistics,PathwayStep|step:custodian:australian-bureau-of-statistics:5,"{""lane"": ""Researcher"", ""order"": 5}"
HAS_STEP|ProcessLine|line:custodian:australian-bureau-of-statistics|PathwayStep|step:custodian:australian-bureau-of-statistics:6,HAS_STEP,ProcessLine|line:custodian:australian-bureau-of-statistics,PathwayStep|step:custodian:australian-bureau-of-statistics:6,"{""lane"": ""Researcher"", ""order"": 6}"
"HAS_SOURCE|Custodian|custodian:australian-bureau-of-statistics|SourceURL|https://www.abs.gov.au/statistics/microdata-tablebuilder,",HAS_SOURCE,Custodian|custodian:australian-bureau-of-statistics,"SourceURL|https://www.abs.gov.au/statistics/microdata-tablebuilder,",{}
"HAS_SOURCE|Custodian|custodian:australian-bureau-of-statistics|SourceURL|https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder,",HAS_SOURCE,Custodian|custodian:australian-bureau-of-statistics,"SourceURL|https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder,",{}
HAS_SOURCE|Custodian|custodian:australian-bureau-of-statistics|SourceURL|https://www.abs.gov.au/statistics/microdata-tablebuilder/responsible-use-abs-microdata,HAS_SOURCE,Custodian|custodian:australian-bureau-of-statistics,SourceURL|https://www.abs.gov.au/statistics/microdata-tablebuilder/responsible-use-abs-microdata,{}
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:census|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:census,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:health|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:health,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:education|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:education,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:labour-force|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:labour-force,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:aboriginal-and-torres-strait-islander-peoples|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:aboriginal-and-torres-strait-islander-peoples,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:migrants|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:migrants,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:crime|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:crime,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:business|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:business,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:disabilities-ageing-and-carers|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:disabilities-ageing-and-carers,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:abs-survey-results|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:abs-survey-results,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:administrative-data|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:administrative-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:integrated-datasets|md,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:integrated-datasets,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:national-health-survey|csv,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:national-health-survey,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:national-aboriginal-and-torres-strait-islander-health-survey|csv,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:national-aboriginal-and-torres-strait-islander-health-survey,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:australian-health-survey|csv,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:australian-health-survey,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:disability-ageing-and-carers-australia|csv,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:disability-ageing-and-carers-australia,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:causes-of-death-australia|csv,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:causes-of-death-australia,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:australian-bureau-of-statistics|Dataset|dataset:census-of-population-and-housing|csv,HAS_DATASET,Custodian|custodian:australian-bureau-of-statistics,Dataset|dataset:census-of-population-and-housing,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:services-australia|CustodianType|Commonwealth,HAS_TYPE,Custodian|custodian:services-australia,CustodianType|Commonwealth,{}
IN_JURISDICTION|Custodian|custodian:services-australia|Jurisdiction|Commonwealth,IN_JURISDICTION,Custodian|custodian:services-australia,Jurisdiction|Commonwealth,{}
OFFERS_LINE|Custodian|custodian:services-australia|ProcessLine|line:custodian:services-australia,OFFERS_LINE,Custodian|custodian:services-australia,ProcessLine|line:custodian:services-australia,{}
HAS_STEP|ProcessLine|line:custodian:services-australia|PathwayStep|step:custodian:services-australia:1,HAS_STEP,ProcessLine|line:custodian:services-australia,PathwayStep|step:custodian:services-australia:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:services-australia|PathwayStep|step:custodian:services-australia:2,HAS_STEP,ProcessLine|line:custodian:services-australia,PathwayStep|step:custodian:services-australia:2,"{""lane"": ""Custodian"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:services-australia|PathwayStep|step:custodian:services-australia:3,HAS_STEP,ProcessLine|line:custodian:services-australia,PathwayStep|step:custodian:services-australia:3,"{""lane"": ""Researcher"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:services-australia|PathwayStep|step:custodian:services-australia:4,HAS_STEP,ProcessLine|line:custodian:services-australia,PathwayStep|step:custodian:services-australia:4,"{""lane"": ""Custodian"", ""order"": 4}"
HAS_STEP|ProcessLine|line:custodian:services-australia|PathwayStep|step:custodian:services-australia:5,HAS_STEP,ProcessLine|line:custodian:services-australia,PathwayStep|step:custodian:services-australia:5,"{""lane"": ""Custodian"", ""order"": 5}"
HAS_STEP|ProcessLine|line:custodian:services-australia|PathwayStep|step:custodian:services-australia:6,HAS_STEP,ProcessLine|line:custodian:services-australia,PathwayStep|step:custodian:services-australia:6,"{""lane"": ""Custodian"", ""order"": 6}"
HAS_STEP|ProcessLine|line:custodian:services-australia|PathwayStep|step:custodian:services-australia:7,HAS_STEP,ProcessLine|line:custodian:services-australia,PathwayStep|step:custodian:services-australia:7,"{""lane"": ""Researcher"", ""order"": 7}"
HAS_STEP|ProcessLine|line:custodian:services-australia|PathwayStep|step:custodian:services-australia:8,HAS_STEP,ProcessLine|line:custodian:services-australia,PathwayStep|step:custodian:services-australia:8,"{""lane"": ""Custodian"", ""order"": 8}"
HAS_STEP|ProcessLine|line:custodian:services-australia|PathwayStep|step:custodian:services-australia:9,HAS_STEP,ProcessLine|line:custodian:services-australia,PathwayStep|step:custodian:services-australia:9,"{""lane"": ""Researcher"", ""order"": 9}"
HAS_SOURCE|Custodian|custodian:services-australia|SourceURL|https://www.oaic.gov.au/privacy/privacy-legislation/related-legislation/medicare-and-pharmaceutical-benefits,HAS_SOURCE,Custodian|custodian:services-australia,SourceURL|https://www.oaic.gov.au/privacy/privacy-legislation/related-legislation/medicare-and-pharmaceutical-benefits,{}
"HAS_SOURCE|Custodian|custodian:services-australia|SourceURL|https://www.servicesaustralia.gov.au/statistical-information-and-data?context=22,",HAS_SOURCE,Custodian|custodian:services-australia,"SourceURL|https://www.servicesaustralia.gov.au/statistical-information-and-data?context=22,",{}
HAS_DATASET|Custodian|custodian:services-australia|Dataset|dataset:mbs|csv,HAS_DATASET,Custodian|custodian:services-australia,Dataset|dataset:mbs,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:services-australia|Dataset|dataset:pbs|csv,HAS_DATASET,Custodian|custodian:services-australia,Dataset|dataset:pbs,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:department-of-health-and-aged-care|CustodianType|Commonwealth,HAS_TYPE,Custodian|custodian:department-of-health-and-aged-care,CustodianType|Commonwealth,{}
IN_JURISDICTION|Custodian|custodian:department-of-health-and-aged-care|Jurisdiction|Commonwealth,IN_JURISDICTION,Custodian|custodian:department-of-health-and-aged-care,Jurisdiction|Commonwealth,{}
OFFERS_LINE|Custodian|custodian:department-of-health-and-aged-care|ProcessLine|line:custodian:department-of-health-and-aged-care,OFFERS_LINE,Custodian|custodian:department-of-health-and-aged-care,ProcessLine|line:custodian:department-of-health-and-aged-care,{}
HAS_STEP|ProcessLine|line:custodian:department-of-health-and-aged-care|PathwayStep|step:custodian:department-of-health-and-aged-care:1,HAS_STEP,ProcessLine|line:custodian:department-of-health-and-aged-care,PathwayStep|step:custodian:department-of-health-and-aged-care:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:department-of-health-and-aged-care|PathwayStep|step:custodian:department-of-health-and-aged-care:2,HAS_STEP,ProcessLine|line:custodian:department-of-health-and-aged-care,PathwayStep|step:custodian:department-of-health-and-aged-care:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:department-of-health-and-aged-care|PathwayStep|step:custodian:department-of-health-and-aged-care:3,HAS_STEP,ProcessLine|line:custodian:department-of-health-and-aged-care,PathwayStep|step:custodian:department-of-health-and-aged-care:3,"{""lane"": ""Researcher"", ""order"": 3}"
"HAS_SOURCE|Custodian|custodian:department-of-health-and-aged-care|SourceURL|https://hwd.health.gov.au/using-our-website/privacy.html,",HAS_SOURCE,Custodian|custodian:department-of-health-and-aged-care,"SourceURL|https://hwd.health.gov.au/using-our-website/privacy.html,",{}
HAS_SOURCE|Custodian|custodian:department-of-health-and-aged-care|SourceURL|https://www.aihw.gov.au/reports-data/nhdh/access,HAS_SOURCE,Custodian|custodian:department-of-health-and-aged-care,SourceURL|https://www.aihw.gov.au/reports-data/nhdh/access,{}
"HAS_SOURCE|Custodian|custodian:department-of-health-and-aged-care|SourceURL|https://www.health.gov.au/resources/publications/data-access-and-release-policy?language=en,",HAS_SOURCE,Custodian|custodian:department-of-health-and-aged-care,"SourceURL|https://www.health.gov.au/resources/publications/data-access-and-release-policy?language=en,",{}
"HAS_SOURCE|Custodian|custodian:department-of-health-and-aged-care|SourceURL|https://www.health.gov.au/topics/health-data-and-medical-research/data-strategy?language=en,",HAS_SOURCE,Custodian|custodian:department-of-health-and-aged-care,"SourceURL|https://www.health.gov.au/topics/health-data-and-medical-research/data-strategy?language=en,",{}
"HAS_SOURCE|Custodian|custodian:department-of-health-and-aged-care|SourceURL|https://www.health.gov.au/topics/health-data-and-medical-research/our-data-collections?language=en,",HAS_SOURCE,Custodian|custodian:department-of-health-and-aged-care,"SourceURL|https://www.health.gov.au/topics/health-data-and-medical-research/our-data-collections?language=en,",{}
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:private-hospital-data-bureau-phdb-data|md,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:private-hospital-data-bureau-phdb-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:hospital-casemix-protocol-hcp-data|md,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:hospital-casemix-protocol-hcp-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:general-treatment-dental-gtd-data|md,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:general-treatment-dental-gtd-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:national-notifiable-diseases-surveillance-system-nndss|md,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:national-notifiable-diseases-surveillance-system-nndss,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:health-workforce-data|md,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:health-workforce-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:australian-secondary-school-students-alcohol-and-drug-assad-surveys|md,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:australian-secondary-school-students-alcohol-and-drug-assad-surveys,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:immunisation-coverage-data|md,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:immunisation-coverage-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:medicare-statistics|md,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:medicare-statistics,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:national-integrated-health-services-information-nihsi-national-health-data-hub-nhdh|md,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:national-integrated-health-services-information-nihsi-national-health-data-hub-nhdh,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:enterprise-data-warehouse-edw|md,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:enterprise-data-warehouse-edw,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:private-hospital-data-bureau|csv,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:private-hospital-data-bureau,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:health-workforce-data-australian-secondary-school-students-alcohol-and-drug|csv,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:health-workforce-data-australian-secondary-school-students-alcohol-and-drug,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:department-of-health-and-aged-care|Dataset|dataset:enterprise-data-warehouse|csv,HAS_DATASET,Custodian|custodian:department-of-health-and-aged-care,Dataset|dataset:enterprise-data-warehouse,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:tga|CustodianType|Commonwealth,HAS_TYPE,Custodian|custodian:tga,CustodianType|Commonwealth,{}
IN_JURISDICTION|Custodian|custodian:tga|Jurisdiction|Commonwealth,IN_JURISDICTION,Custodian|custodian:tga,Jurisdiction|Commonwealth,{}
OFFERS_LINE|Custodian|custodian:tga|ProcessLine|line:custodian:tga,OFFERS_LINE,Custodian|custodian:tga,ProcessLine|line:custodian:tga,{}
HAS_STEP|ProcessLine|line:custodian:tga|PathwayStep|step:custodian:tga:1,HAS_STEP,ProcessLine|line:custodian:tga,PathwayStep|step:custodian:tga:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:tga|PathwayStep|step:custodian:tga:2,HAS_STEP,ProcessLine|line:custodian:tga,PathwayStep|step:custodian:tga:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:tga|PathwayStep|step:custodian:tga:3,HAS_STEP,ProcessLine|line:custodian:tga,PathwayStep|step:custodian:tga:3,"{""lane"": ""Custodian"", ""order"": 3}"
"HAS_SOURCE|Custodian|custodian:tga|SourceURL|https://www.tga.gov.au/about-us/role-tga,",HAS_SOURCE,Custodian|custodian:tga,"SourceURL|https://www.tga.gov.au/about-us/role-tga,",{}
HAS_SOURCE|Custodian|custodian:tga|SourceURL|https://www.tga.gov.au/products/regulations-all-products/manufacturing/data-management-and-data-integrity-dmdi,HAS_SOURCE,Custodian|custodian:tga,SourceURL|https://www.tga.gov.au/products/regulations-all-products/manufacturing/data-management-and-data-integrity-dmdi,{}
"HAS_SOURCE|Custodian|custodian:tga|SourceURL|https://www.tga.gov.au/safety/shortages-and-supply-disruptions/medicine-shortages/data-sharing-help-manage-serious-shortages-hospital-medicines/medicine-shortages-data-sharing-framework,",HAS_SOURCE,Custodian|custodian:tga,"SourceURL|https://www.tga.gov.au/safety/shortages-and-supply-disruptions/medicine-shortages/data-sharing-help-manage-serious-shortages-hospital-medicines/medicine-shortages-data-sharing-framework,",{}
"HAS_SOURCE|Custodian|custodian:tga|SourceURL|https://www.tga.gov.au/search?keywords=data+access&submit=Search,",HAS_SOURCE,Custodian|custodian:tga,"SourceURL|https://www.tga.gov.au/search?keywords=data+access&submit=Search,",{}
HAS_DATASET|Custodian|custodian:tga|Dataset|dataset:australian-register-of-therapeutic-goods|csv,HAS_DATASET,Custodian|custodian:tga,Dataset|dataset:australian-register-of-therapeutic-goods,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:tga|Dataset|dataset:database-of-adverse-event-notifications|csv,HAS_DATASET,Custodian|custodian:tga,Dataset|dataset:database-of-adverse-event-notifications,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:tga|Dataset|dataset:regulatory-data|csv,HAS_DATASET,Custodian|custodian:tga,Dataset|dataset:regulatory-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:tga|Dataset|dataset:medicinal-cannabis-special-access-scheme-data|csv,HAS_DATASET,Custodian|custodian:tga,Dataset|dataset:medicinal-cannabis-special-access-scheme-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:tga|Dataset|dataset:medicinal-cannabis-authorised-prescriber-scheme-data|csv,HAS_DATASET,Custodian|custodian:tga,Dataset|dataset:medicinal-cannabis-authorised-prescriber-scheme-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:tga|Dataset|dataset:australian-unique-device-identification-database|csv,HAS_DATASET,Custodian|custodian:tga,Dataset|dataset:australian-unique-device-identification-database,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:tga|Dataset|dataset:freedom-of-information|csv,HAS_DATASET,Custodian|custodian:tga,Dataset|dataset:freedom-of-information,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:apra|CustodianType|Commonwealth,HAS_TYPE,Custodian|custodian:apra,CustodianType|Commonwealth,{}
IN_JURISDICTION|Custodian|custodian:apra|Jurisdiction|Commonwealth,IN_JURISDICTION,Custodian|custodian:apra,Jurisdiction|Commonwealth,{}
OFFERS_LINE|Custodian|custodian:apra|ProcessLine|line:custodian:apra,OFFERS_LINE,Custodian|custodian:apra,ProcessLine|line:custodian:apra,{}
HAS_STEP|ProcessLine|line:custodian:apra|PathwayStep|step:custodian:apra:1,HAS_STEP,ProcessLine|line:custodian:apra,PathwayStep|step:custodian:apra:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:apra|PathwayStep|step:custodian:apra:2,HAS_STEP,ProcessLine|line:custodian:apra,PathwayStep|step:custodian:apra:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:apra|PathwayStep|step:custodian:apra:3,HAS_STEP,ProcessLine|line:custodian:apra,PathwayStep|step:custodian:apra:3,"{""lane"": ""Custodian"", ""order"": 3}"
HAS_SOURCE|Custodian|custodian:apra|SourceURL|https://www.aihw.gov.au/reports/health-welfare-expenditure/health-expenditure-australia-2023-24/contents/overview-of-data-sources-and-methodology/data-processing-the-australian-government,HAS_SOURCE,Custodian|custodian:apra,SourceURL|https://www.aihw.gov.au/reports/health-welfare-expenditure/health-expenditure-australia-2023-24/contents/overview-of-data-sources-and-methodology/data-processing-the-australian-government,{}
"HAS_SOURCE|Custodian|custodian:apra|SourceURL|https://www.apra.gov.au/data-and-statistics,",HAS_SOURCE,Custodian|custodian:apra,"SourceURL|https://www.apra.gov.au/data-and-statistics,",{}
